datetime,month,hour,irradiance_w_m2,ambient_temp_c,panel_temp_c,power_output_kw,electricity_price_kwh
2024-03-22 18:00:00,3,18,584.46,10.14,30.14,5.152,0.159
2024-03-22 19:00:00,3,19,0,10.92,10.92,0,0.083
2024-03-22 20:00:00,3,20,0,9.47,9.47,0,0.096
2024-03-22 21:00:00,3,21,0,7.61,7.61,0,0.094
2024-03-22 22:00:00,3,22,0,9.85,9.85,0,0.096
2024-03-22 23:00:00,3,23,0,13.62,13.62,0,0.087
2024-03-23 00:00:00,3,0,0,5.84,5.84,0,0.083
2024-03-23 01:00:00,3,1,0,14.34,14.34,0,0.083
2024-03-23 02:00:00,3,2,0,9.96,9.96,0,0.1
2024-03-23 03:00:00,3,3,0,12.7,12.7,0,0.085
2024-03-23 04:00:00,3,4,0,9.4,9.4,0,0.093
2024-03-23 05:00:00,3,5,0,7.11,7.11,0,0.095
2024-03-23 06:00:00,3,6,605.69,13.45,33.45,5.267,0.123
2024-03-23 07:00:00,3,7,638.47,11.16,31.16,5.605,0.112
2024-03-23 08:00:00,3,8,709.85,13.01,33.01,6.184,0.123
2024-03-23 09:00:00,3,9,736.61,15.33,35.33,6.356,0.121
2024-03-23 10:00:00,3,10,759.01,14.75,34.75,6.565,0.126
2024-03-23 11:00:00,3,11,810.27,10.12,30.12,7.143,0.113
2024-03-23 12:00:00,3,12,818.47,16.78,36.78,7.019,0.184
2024-03-23 13:00:00,3,13,809.89,10.41,30.41,7.131,0.182
2024-03-23 14:00:00,3,14,770.48,19.56,39.56,6.53,0.196
2024-03-23 15:00:00,3,15,734.82,18.58,38.58,6.254,0.163
2024-03-23 16:00:00,3,16,706.17,10.98,30.98,6.203,0.17
2024-03-23 17:00:00,3,17,661.73,17.73,37.73,5.652,0.187
2024-03-23 18:00:00,3,18,587.8,15.89,35.89,5.06,0.167
2024-03-23 19:00:00,3,19,0,11.9,11.9,0,0.084
2024-03-23 20:00:00,3,20,0,10.48,10.48,0,0.093
2024-03-23 21:00:00,3,21,0,13.32,13.32,0,0.08
2024-03-23 22:00:00,3,22,0,5.98,5.98,0,0.082
2024-03-23 23:00:00,3,23,0,9.46,9.46,0,0.084
2024-03-24 00:00:00,3,0,0,7.83,7.83,0,0.084
2024-03-24 01:00:00,3,1,0,5.24,5.24,0,0.082
2024-03-24 02:00:00,3,2,0,14.39,14.39,0,0.093
2024-03-24 03:00:00,3,3,0,13.35,13.35,0,0.099
2024-03-24 04:00:00,3,4,0,11.38,11.38,0,0.094
2024-03-24 05:00:00,3,5,0,6.2,6.2,0,0.097
2024-03-24 06:00:00,3,6,438.77,11.3,31.3,3.849,0.127
2024-03-24 07:00:00,3,7,517.13,15.66,35.66,4.456,0.127
2024-03-24 08:00:00,3,8,455.47,16.96,36.96,3.903,0.114
2024-03-24 09:00:00,3,9,539.57,19.36,39.36,4.577,0.128
2024-03-24 10:00:00,3,10,529.95,12.76,32.76,4.621,0.127
2024-03-24 11:00:00,3,11,527.21,17.7,37.7,4.504,0.105
2024-03-24 12:00:00,3,12,604.34,10.74,30.74,5.314,0.169
2024-03-24 13:00:00,3,13,485.44,13.33,33.33,4.223,0.198
2024-03-24 14:00:00,3,14,532.05,12.65,32.65,4.642,0.175
2024-03-24 15:00:00,3,15,535.35,19.29,39.29,4.543,0.159
2024-03-24 16:00:00,3,16,440.14,14.92,34.92,3.804,0.188
2024-03-24 17:00:00,3,17,474.92,12.18,32.18,4.151,0.196
2024-03-24 18:00:00,3,18,372.39,17.15,37.15,3.189,0.154
2024-03-24 19:00:00,3,19,0,10.71,10.71,0,0.085
2024-03-24 20:00:00,3,20,0,9.46,9.46,0,0.098
2024-03-24 21:00:00,3,21,0,6.49,6.49,0,0.093
2024-03-24 22:00:00,3,22,0,14.33,14.33,0,0.093
2024-03-24 23:00:00,3,23,0,7.66,7.66,0,0.094
2024-03-25 00:00:00,3,0,0,14.05,14.05,0,0.091
2024-03-25 01:00:00,3,1,0,10.15,10.15,0,0.099
2024-03-25 02:00:00,3,2,0,9.91,9.91,0,0.089
2024-03-25 03:00:00,3,3,0,13.44,13.44,0,0.096
2024-03-25 04:00:00,3,4,0,12.85,12.85,0,0.091
2024-03-25 05:00:00,3,5,0,5.03,5.03,0,0.099
2024-03-25 06:00:00,3,6,599.28,18.18,38.18,5.109,0.117
2024-03-25 07:00:00,3,7,646.12,19.35,39.35,5.481,0.12
2024-03-25 08:00:00,3,8,705.29,14.01,34.01,6.119,0.129
2024-03-25 09:00:00,3,9,742.81,10.91,30.91,6.527,0.129
2024-03-25 10:00:00,3,10,771.59,10.8,30.8,6.783,0.123
2024-03-25 11:00:00,3,11,780.25,16.48,36.48,6.7,0.101
2024-03-25 12:00:00,3,12,787.64,13.84,33.84,6.838,0.185
2024-03-25 13:00:00,3,13,798.41,18.96,38.96,6.784,0.168
2024-03-25 14:00:00,3,14,778.52,10.85,30.85,6.843,0.187
2024-03-25 15:00:00,3,15,729.15,11.4,31.4,6.394,0.186
2024-03-25 16:00:00,3,16,699.57,15.93,35.93,6.021,0.153
2024-03-25 17:00:00,3,17,644.07,15.41,35.41,5.555,0.177
2024-03-25 18:00:00,3,18,597.97,18.34,38.34,5.095,0.2
2024-03-25 19:00:00,3,19,0,5.37,5.37,0,0.081
2024-03-25 20:00:00,3,20,0,12.88,12.88,0,0.081
2024-03-25 21:00:00,3,21,0,6.18,6.18,0,0.096
2024-03-25 22:00:00,3,22,0,11.67,11.67,0,0.089
2024-03-25 23:00:00,3,23,0,11.78,11.78,0,0.097
2024-03-26 00:00:00,3,0,0,6.49,6.49,0,0.092
2024-03-26 01:00:00,3,1,0,14.25,14.25,0,0.081
2024-03-26 02:00:00,3,2,0,6.42,6.42,0,0.093
2024-03-26 03:00:00,3,3,0,9.71,9.71,0,0.098
2024-03-26 04:00:00,3,4,0,5.46,5.46,0,0.094
2024-03-26 05:00:00,3,5,0,6.31,6.31,0,0.083
2024-03-26 06:00:00,3,6,592.29,10.5,30.5,5.213,0.124
2024-03-26 07:00:00,3,7,638.59,14.56,34.56,5.528,0.118
2024-03-26 08:00:00,3,8,684.25,18.18,38.18,5.834,0.115
2024-03-26 09:00:00,3,9,730.24,17.99,37.99,6.231,0.124
2024-03-26 10:00:00,3,10,785.67,14.26,34.26,6.809,0.129
2024-03-26 11:00:00,3,11,786.15,16.78,36.78,6.742,0.129
2024-03-26 12:00:00,3,12,785.49,15.76,35.76,6.765,0.192
2024-03-26 13:00:00,3,13,803.75,17.93,37.93,6.86,0.18
2024-03-26 14:00:00,3,14,758.03,13.36,33.36,6.594,0.157
2024-03-26 15:00:00,3,15,749.27,14.15,34.15,6.497,0.178
2024-03-26 16:00:00,3,16,717.03,14.39,34.39,6.211,0.152
2024-03-26 17:00:00,3,17,665.66,11.0,31.0,5.847,0.181
2024-03-26 18:00:00,3,18,580.63,17.78,37.78,4.959,0.174
2024-03-26 19:00:00,3,19,0,5.06,5.06,0,0.084
2024-03-26 20:00:00,3,20,0,5.89,5.89,0,0.093
2024-03-26 21:00:00,3,21,0,13.87,13.87,0,0.088
2024-03-26 22:00:00,3,22,0,13.07,13.07,0,0.095
2024-03-26 23:00:00,3,23,0,11.92,11.92,0,0.084
2024-03-27 00:00:00,3,0,0,11.4,11.4,0,0.09
2024-03-27 01:00:00,3,1,0,9.12,9.12,0,0.099
2024-03-27 02:00:00,3,2,0,11.11,11.11,0,0.081
2024-03-27 03:00:00,3,3,0,6.8,6.8,0,0.09
2024-03-27 04:00:00,3,4,0,14.5,14.5,0,0.093
2024-03-27 05:00:00,3,5,0,12.83,12.83,0,0.087
2024-03-27 06:00:00,3,6,88.28,10.05,30.05,0.778,0.104
2024-03-27 07:00:00,3,7,77.65,15.3,35.3,0.67,0.111
2024-03-27 08:00:00,3,8,145.56,17.61,37.61,1.244,0.107
2024-03-27 09:00:00,3,9,171.91,17.7,37.7,1.469,0.108
2024-03-27 10:00:00,3,10,200.51,11.94,31.94,1.755,0.121
2024-03-27 11:00:00,3,11,154.58,19.69,39.69,1.309,0.105
2024-03-27 12:00:00,3,12,86.9,16.7,36.7,0.745,0.182
2024-03-27 13:00:00,3,13,148.27,12.85,32.85,1.293,0.167
2024-03-27 14:00:00,3,14,194.6,18.05,38.05,1.66,0.152
2024-03-27 15:00:00,3,15,211.28,17.4,37.4,1.807,0.159
2024-03-27 16:00:00,3,16,137.91,17.85,37.85,1.177,0.156
2024-03-27 17:00:00,3,17,159.21,18.95,38.95,1.353,0.18
2024-03-27 18:00:00,3,18,83.85,13.26,33.26,0.73,0.184
2024-03-27 19:00:00,3,19,0,8.26,8.26,0,0.096
2024-03-27 20:00:00,3,20,0,8.26,8.26,0,0.082
2024-03-27 21:00:00,3,21,0,12.38,12.38,0,0.097
2024-03-27 22:00:00,3,22,0,8.76,8.76,0,0.084
2024-03-27 23:00:00,3,23,0,9.71,9.71,0,0.09
2024-03-28 00:00:00,3,0,0,13.9,13.9,0,0.083
2024-03-28 01:00:00,3,1,0,14.28,14.28,0,0.089
2024-03-28 02:00:00,3,2,0,8.87,8.87,0,0.083
2024-03-28 03:00:00,3,3,0,12.2,12.2,0,0.093
2024-03-28 04:00:00,3,4,0,14.76,14.76,0,0.084
2024-03-28 05:00:00,3,5,0,6.27,6.27,0,0.094
2024-03-28 06:00:00,3,6,585.46,10.6,30.6,5.151,0.126
2024-03-28 07:00:00,3,7,638.61,14.59,34.59,5.527,0.11
2024-03-28 08:00:00,3,8,704.15,18.86,38.86,5.986,0.124
2024-03-28 09:00:00,3,9,745.88,16.38,36.38,6.407,0.105
2024-03-28 10:00:00,3,10,787.41,19.7,39.7,6.67,0.103
2024-03-28 11:00:00,3,11,792.75,18.57,38.57,6.748,0.13
2024-03-28 12:00:00,3,12,813.48,15.92,35.92,7.002,0.164
2024-03-28 13:00:00,3,13,802.63,17.3,37.3,6.868,0.162
2024-03-28 14:00:00,3,14,776.38,13.27,33.27,6.756,0.195
2024-03-28 15:00:00,3,15,727.38,15.92,35.92,6.261,0.179
2024-03-28 16:00:00,3,16,719.21,10.05,30.05,6.342,0.152
2024-03-28 17:00:00,3,17,662.51,14.71,34.71,5.731,0.152
2024-03-28 18:00:00,3,18,599.17,15.31,35.31,5.17,0.19
2024-03-28 19:00:00,3,19,0,13.21,13.21,0,0.089
2024-03-28 20:00:00,3,20,0,7.41,7.41,0,0.091
2024-03-28 21:00:00,3,21,0,5.12,5.12,0,0.095
2024-03-28 22:00:00,3,22,0,14.5,14.5,0,0.083
2024-03-28 23:00:00,3,23,0,7.96,7.96,0,0.093
2024-03-29 00:00:00,3,0,0,5.91,5.91,0,0.09
2024-03-29 01:00:00,3,1,0,8.05,8.05,0,0.094
2024-03-29 02:00:00,3,2,0,13.58,13.58,0,0.095
2024-03-29 03:00:00,3,3,0,5.24,5.24,0,0.089
2024-03-29 04:00:00,3,4,0,12.72,12.72,0,0.097
2024-03-29 05:00:00,3,5,0,9.05,9.05,0,0.096
2024-03-29 06:00:00,3,6,598.57,13.7,33.7,5.2,0.119
2024-03-29 07:00:00,3,7,634.59,18.6,38.6,5.401,0.127
2024-03-29 08:00:00,3,8,681.31,13.33,33.33,5.927,0.113
2024-03-29 09:00:00,3,9,759.27,12.7,32.7,6.623,0.116
2024-03-29 10:00:00,3,10,784.71,17.94,37.94,6.697,0.102
2024-03-29 11:00:00,3,11,802.62,18.81,38.81,6.825,0.102
2024-03-29 12:00:00,3,12,806.99,19.45,39.45,6.843,0.194
2024-03-29 13:00:00,3,13,787.81,11.11,31.11,6.917,0.181
2024-03-29 14:00:00,3,14,760.22,13.66,33.66,6.605,0.178
2024-03-29 15:00:00,3,15,749.79,10.67,30.67,6.595,0.16
2024-03-29 16:00:00,3,16,689.55,19.81,39.81,5.838,0.156
2024-03-29 17:00:00,3,17,669.33,14.78,34.78,5.788,0.179
2024-03-29 18:00:00,3,18,588.39,19.59,39.59,4.986,0.187
2024-03-29 19:00:00,3,19,0,7.25,7.25,0,0.087
2024-03-29 20:00:00,3,20,0,7.67,7.67,0,0.094
2024-03-29 21:00:00,3,21,0,7.77,7.77,0,0.081
2024-03-29 22:00:00,3,22,0,8.45,8.45,0,0.09
2024-03-29 23:00:00,3,23,0,10.27,10.27,0,0.082
2024-03-30 00:00:00,3,0,0,12.1,12.1,0,0.094
2024-03-30 01:00:00,3,1,0,10.33,10.33,0,0.086
2024-03-30 02:00:00,3,2,0,11.21,11.21,0,0.096
2024-03-30 03:00:00,3,3,0,14.45,14.45,0,0.096
2024-03-30 04:00:00,3,4,0,14.41,14.41,0,0.081
2024-03-30 05:00:00,3,5,0,13.92,13.92,0,0.089
2024-03-30 06:00:00,3,6,615.92,10.8,30.8,5.415,0.109
2024-03-30 07:00:00,3,7,636.14,19.57,39.57,5.392,0.108
2024-03-30 08:00:00,3,8,699.85,16.97,36.97,5.997,0.126
2024-03-30 09:00:00,3,9,746.51,15.21,35.21,6.444,0.109
2024-03-30 10:00:00,3,10,774.86,19.7,39.7,6.564,0.104
2024-03-30 11:00:00,3,11,790.94,13.47,33.47,6.877,0.119
2024-03-30 12:00:00,3,12,782.52,12.92,32.92,6.82,0.194
2024-03-30 13:00:00,3,13,811.08,12.32,32.32,7.086,0.182
2024-03-30 14:00:00,3,14,766.92,14.12,34.12,6.651,0.182
2024-03-30 15:00:00,3,15,745.16,13.26,33.26,6.485,0.185
2024-03-30 16:00:00,3,16,697.81,18.42,38.42,5.943,0.165
2024-03-30 17:00:00,3,17,663.34,11.32,31.32,5.819,0.159
2024-03-30 18:00:00,3,18,599.37,12.6,32.6,5.23,0.199
2024-03-30 19:00:00,3,19,0,12.7,12.7,0,0.081
2024-03-30 20:00:00,3,20,0,8.53,8.53,0,0.089
2024-03-30 21:00:00,3,21,0,6.66,6.66,0,0.098
2024-03-30 22:00:00,3,22,0,12.12,12.12,0,0.086
2024-03-30 23:00:00,3,23,0,14.73,14.73,0,0.097
2024-03-31 00:00:00,3,0,0,11.93,11.93,0,0.093
2024-03-31 01:00:00,3,1,0,6.53,6.53,0,0.085
2024-03-31 02:00:00,3,2,0,5.41,5.41,0,0.086
2024-03-31 03:00:00,3,3,0,6.26,6.26,0,0.085
2024-03-31 04:00:00,3,4,0,6.84,6.84,0,0.091
2024-03-31 05:00:00,3,5,0,5.35,5.35,0,0.086
2024-03-31 06:00:00,3,6,594.92,13.44,33.44,5.174,0.116
2024-03-31 07:00:00,3,7,643.83,11.63,31.63,5.641,0.128
2024-03-31 08:00:00,3,8,699.98,14.05,34.05,6.072,0.104
2024-03-31 09:00:00,3,9,734.23,14.58,34.58,6.355,0.1
2024-03-31 10:00:00,3,10,792.23,17.38,37.38,6.777,0.11
2024-03-31 11:00:00,3,11,792.14,17.05,37.05,6.786,0.109
2024-03-31 12:00:00,3,12,819.23,19.44,39.44,6.947,0.179
2024-03-31 13:00:00,3,13,795.79,11.47,31.47,6.977,0.195
2024-03-31 14:00:00,3,14,780.77,14.42,34.42,6.762,0.187
2024-03-31 15:00:00,3,15,727.0,19.0,39.0,6.177,0.178
2024-03-31 16:00:00,3,16,696.07,13.08,33.08,6.062,0.192
2024-03-31 17:00:00,3,17,635.46,14.46,34.46,5.503,0.153
2024-03-31 18:00:00,3,18,603.34,16.41,36.41,5.182,0.161
2024-03-31 19:00:00,3,19,0,14.36,14.36,0,0.086
2024-03-31 20:00:00,3,20,0,5.23,5.23,0,0.091
2024-03-31 21:00:00,3,21,0,9.45,9.45,0,0.093
2024-03-31 22:00:00,3,22,0,5.87,5.87,0,0.09
2024-03-31 23:00:00,3,23,0,6.94,6.94,0,0.086
2024-04-01 00:00:00,4,0,0,11.05,11.05,0,0.099
2024-04-01 01:00:00,4,1,0,14.08,14.08,0,0.087
2024-04-01 02:00:00,4,2,0,6.48,6.48,0,0.097
2024-04-01 03:00:00,4,3,0,8.7,8.7,0,0.087
2024-04-01 04:00:00,4,4,0,7.85,7.85,0,0.087
2024-04-01 05:00:00,4,5,0,14.78,14.78,0,0.097
2024-04-01 06:00:00,4,6,609.11,10.88,30.88,5.353,0.113
2024-04-01 07:00:00,4,7,663.91,19.93,39.93,5.618,0.109
2024-04-01 08:00:00,4,8,718.81,18.06,38.06,6.131,0.113
2024-04-01 09:00:00,4,9,727.0,18.96,38.96,6.178,0.118
2024-04-01 10:00:00,4,10,761.52,10.86,30.86,6.693,0.114
2024-04-01 11:00:00,4,11,812.65,18.68,38.68,6.914,0.102
2024-04-01 12:00:00,4,12,810.24,19.6,39.6,6.866,0.154
2024-04-01 13:00:00,4,13,809.76,14.09,34.09,7.023,0.171
2024-04-01 14:00:00,4,14,781.61,15.56,35.56,6.737,0.188
2024-04-01 15:00:00,4,15,728.86,11.37,31.37,6.393,0.169
2024-04-01 16:00:00,4,16,681.69,15.54,35.54,5.877,0.191
2024-04-01 17:00:00,4,17,643.92,18.35,38.35,5.486,0.178
2024-04-01 18:00:00,4,18,581.07,14.63,34.63,5.028,0.15
2024-04-01 19:00:00,4,19,0,7.63,7.63,0,0.099
2024-04-01 20:00:00,4,20,0,13.34,13.34,0,0.089
2024-04-01 21:00:00,4,21,0,11.54,11.54,0,0.098
2024-04-01 22:00:00,4,22,0,9.17,9.17,0,0.09
2024-04-01 23:00:00,4,23,0,11.88,11.88,0,0.085
2024-04-02 00:00:00,4,0,0,6.19,6.19,0,0.086
2024-04-02 01:00:00,4,1,0,14.94,14.94,0,0.081
2024-04-02 02:00:00,4,2,0,12.46,12.46,0,0.092
2024-04-02 03:00:00,4,3,0,10.66,10.66,0,0.097
2024-04-02 04:00:00,4,4,0,11.28,11.28,0,0.09
2024-04-02 05:00:00,4,5,0,11.94,11.94,0,0.082
2024-04-02 06:00:00,4,6,429.03,15.13,35.13,3.705,0.125
2024-04-02 07:00:00,4,7,398.69,11.63,31.63,3.493,0.11
2024-04-02 08:00:00,4,8,438.97,18.78,38.78,3.733,0.105
2024-04-02 09:00:00,4,9,507.06,12.73,32.73,4.422,0.127
2024-04-02 10:00:00,4,10,508.75,13.56,33.56,4.422,0.116
2024-04-02 11:00:00,4,11,557.43,19.36,39.36,4.729,0.123
2024-04-02 12:00:00,4,12,495.12,11.83,31.83,4.334,0.188
2024-04-02 13:00:00,4,13,614.31,15.44,35.44,5.298,0.191
2024-04-02 14:00:00,4,14,510.48,16.85,36.85,4.377,0.184
2024-04-02 15:00:00,4,15,459.06,16.88,36.88,3.935,0.179
2024-04-02 16:00:00,4,16,421.81,18.23,38.23,3.595,0.176
2024-04-02 17:00:00,4,17,454.27,13.73,33.73,3.946,0.167
2024-04-02 18:00:00,4,18,372.29,19.11,39.11,3.162,0.158
2024-04-02 19:00:00,4,19,0,7.21,7.21,0,0.084
2024-04-02 20:00:00,4,20,0,13.97,13.97,0,0.092
2024-04-02 21:00:00,4,21,0,13.31,13.31,0,0.091
2024-04-02 22:00:00,4,22,0,10.32,10.32,0,0.091
2024-04-02 23:00:00,4,23,0,12.56,12.56,0,0.082
2024-04-03 00:00:00,4,0,0,9.6,9.6,0,0.082
2024-04-03 01:00:00,4,1,0,13.19,13.19,0,0.098
2024-04-03 02:00:00,4,2,0,9.8,9.8,0,0.086
2024-04-03 03:00:00,4,3,0,8.63,8.63,0,0.096
2024-04-03 04:00:00,4,4,0,13.9,13.9,0,0.092
2024-04-03 05:00:00,4,5,0,12.64,12.64,0,0.087
2024-04-03 06:00:00,4,6,581.15,17.1,37.1,4.977,0.124
2024-04-03 07:00:00,4,7,666.04,12.22,32.22,5.821,0.104
2024-04-03 08:00:00,4,8,685.01,12.27,32.27,5.986,0.104
2024-04-03 09:00:00,4,9,749.05,10.79,30.79,6.585,0.124
2024-04-03 10:00:00,4,10,784.19,10.78,30.78,6.895,0.123
2024-04-03 11:00:00,4,11,777.5,10.43,30.43,6.846,0.124
2024-04-03 12:00:00,4,12,782.37,15.13,35.13,6.756,0.156
2024-04-03 13:00:00,4,13,775.84,12.53,32.53,6.772,0.183
2024-04-03 14:00:00,4,14,784.5,17.55,37.55,6.706,0.196
2024-04-03 15:00:00,4,15,757.47,12.05,32.05,6.625,0.159
2024-04-03 16:00:00,4,16,683.63,13.52,33.52,5.943,0.192
2024-04-03 17:00:00,4,17,669.72,19.42,39.42,5.68,0.167
2024-04-03 18:00:00,4,18,600.03,11.61,31.61,5.258,0.186
2024-04-03 19:00:00,4,19,0,7.42,7.42,0,0.091
2024-04-03 20:00:00,4,20,0,5.99,5.99,0,0.092
2024-04-03 21:00:00,4,21,0,5.14,5.14,0,0.084
2024-04-03 22:00:00,4,22,0,6.92,6.92,0,0.086
2024-04-03 23:00:00,4,23,0,14.02,14.02,0,0.091
2024-04-04 00:00:00,4,0,0,14.74,14.74,0,0.082
2024-04-04 01:00:00,4,1,0,7.14,7.14,0,0.09
2024-04-04 02:00:00,4,2,0,12.08,12.08,0,0.087
2024-04-04 03:00:00,4,3,0,10.89,10.89,0,0.089
2024-04-04 04:00:00,4,4,0,14.58,14.58,0,0.084
2024-04-04 05:00:00,4,5,0,8.55,8.55,0,0.088
2024-04-04 06:00:00,4,6,589.1,12.14,32.14,5.15,0.103
2024-04-04 07:00:00,4,7,636.71,19.85,39.85,5.39,0.103
2024-04-04 08:00:00,4,8,710.49,11.36,31.36,6.232,0.121
2024-04-04 09:00:00,4,9,723.05,15.57,35.57,6.232,0.11
2024-04-04 10:00:00,4,10,764.55,11.16,31.16,6.711,0.118
2024-04-04 11:00:00,4,11,812.23,13.12,33.12,7.073,0.113
2024-04-04 12:00:00,4,12,791.62,15.54,35.54,6.824,0.193
2024-04-04 13:00:00,4,13,775.97,11.89,31.89,6.791,0.192
2024-04-04 14:00:00,4,14,780.37,14.76,34.76,6.749,0.159
2024-04-04 15:00:00,4,15,741.09,19.99,39.99,6.27,0.155
2024-04-04 16:00:00,4,16,706.34,14.38,34.38,6.119,0.154
2024-04-04 17:00:00,4,17,647.79,11.43,31.43,5.68,0.18
2024-04-04 18:00:00,4,18,617.01,11.02,31.02,5.419,0.199
2024-04-04 19:00:00,4,19,0,5.65,5.65,0,0.1
2024-04-04 20:00:00,4,20,0,8.39,8.39,0,0.092
2024-04-04 21:00:00,4,21,0,14.91,14.91,0,0.082
2024-04-04 22:00:00,4,22,0,13.38,13.38,0,0.095
2024-04-04 23:00:00,4,23,0,7.79,7.79,0,0.094
2024-04-05 00:00:00,4,0,0,10.82,10.82,0,0.085
2024-04-05 01:00:00,4,1,0,12.89,12.89,0,0.093
2024-04-05 02:00:00,4,2,0,9.0,9.0,0,0.09
2024-04-05 03:00:00,4,3,0,11.03,11.03,0,0.088
2024-04-05 04:00:00,4,4,0,9.85,9.85,0,0.086
2024-04-05 05:00:00,4,5,0,12.68,12.68,0,0.082
2024-04-05 06:00:00,4,6,599.89,12.51,32.51,5.237,0.119
2024-04-05 07:00:00,4,7,635.75,11.35,31.35,5.576,0.102
2024-04-05 08:00:00,4,8,707.12,10.68,30.68,6.219,0.129
2024-04-05 09:00:00,4,9,748.59,13.83,33.83,6.499,0.105
2024-04-05 10:00:00,4,10,757.06,16.22,36.22,6.508,0.102
2024-04-05 11:00:00,4,11,803.89,17.52,37.52,6.873,0.124
2024-04-05 12:00:00,4,12,806.48,12.02,32.02,7.055,0.175
2024-04-05 13:00:00,4,13,786.93,12.62,32.62,6.867,0.193
2024-04-05 14:00:00,4,14,791.31,15.47,35.47,6.824,0.152
2024-04-05 15:00:00,4,15,758.02,14.3,34.3,6.568,0.169
2024-04-05 16:00:00,4,16,695.05,13.15,33.15,6.052,0.173
2024-04-05 17:00:00,4,17,654.03,10.33,30.33,5.761,0.193
2024-04-05 18:00:00,4,18,608.24,13.03,33.03,5.298,0.175
2024-04-05 19:00:00,4,19,0,6.34,6.34,0,0.094
2024-04-05 20:00:00,4,20,0,9.87,9.87,0,0.082
2024-04-05 21:00:00,4,21,0,11.75,11.75,0,0.093
2024-04-05 22:00:00,4,22,0,11.85,11.85,0,0.091
2024-04-05 23:00:00,4,23,0,9.76,9.76,0,0.097
2024-04-06 00:00:00,4,0,0,10.07,10.07,0,0.088
2024-04-06 01:00:00,4,1,0,9.95,9.95,0,0.099
2024-04-06 02:00:00,4,2,0,11.17,11.17,0,0.087
2024-04-06 03:00:00,4,3,0,14.78,14.78,0,0.086
2024-04-06 04:00:00,4,4,0,5.28,5.28,0,0.081
2024-04-06 05:00:00,4,5,0,13.37,13.37,0,0.087
2024-04-06 06:00:00,4,6,63.23,17.42,37.42,0.541,0.127
2024-04-06 07:00:00,4,7,77.87,13.41,33.41,0.677,0.11
2024-04-06 08:00:00,4,8,119.18,13.57,33.57,1.036,0.12
2024-04-06 09:00:00,4,9,170.24,12.48,32.48,1.486,0.118
2024-04-06 10:00:00,4,10,87.45,19.1,39.1,0.743,0.109
2024-04-06 11:00:00,4,11,82.45,13.38,33.38,0.717,0.11
2024-04-06 12:00:00,4,12,218.14,14.61,34.61,1.888,0.178
2024-04-06 13:00:00,4,13,121.61,19.01,39.01,1.033,0.185
2024-04-06 14:00:00,4,14,229.76,15.88,35.88,1.978,0.169
2024-04-06 15:00:00,4,15,159.04,13.9,33.9,1.38,0.19
2024-04-06 16:00:00,4,16,164.52,11.0,31.0,1.445,0.167
2024-04-06 17:00:00,4,17,164.88,15.03,35.03,1.424,0.167
2024-04-06 18:00:00,4,18,103.6,16.15,36.15,0.891,0.172
2024-04-06 19:00:00,4,19,0,9.97,9.97,0,0.097
2024-04-06 20:00:00,4,20,0,12.87,12.87,0,0.097
2024-04-06 21:00:00,4,21,0,10.36,10.36,0,0.086
2024-04-06 22:00:00,4,22,0,5.48,5.48,0,0.1
2024-04-06 23:00:00,4,23,0,9.02,9.02,0,0.085
2024-04-07 00:00:00,4,0,0,12.43,12.43,0,0.082
2024-04-07 01:00:00,4,1,0,13.44,13.44,0,0.082
2024-04-07 02:00:00,4,2,0,8.37,8.37,0,0.081
2024-04-07 03:00:00,4,3,0,13.01,13.01,0,0.09
2024-04-07 04:00:00,4,4,0,7.1,7.1,0,0.096
2024-04-07 05:00:00,4,5,0,11.52,11.52,0,0.086
2024-04-07 06:00:00,4,6,597.32,18.04,38.04,5.095,0.116
2024-04-07 07:00:00,4,7,647.86,12.0,32.0,5.667,0.119
2024-04-07 08:00:00,4,8,710.54,14.53,34.53,6.151,0.105
2024-04-07 09:00:00,4,9,749.55,10.19,30.19,6.606,0.126
2024-04-07 10:00:00,4,10,761.72,15.77,35.77,6.56,0.129
2024-04-07 11:00:00,4,11,791.88,17.42,37.42,6.773,0.128
2024-04-07 12:00:00,4,12,804.58,15.33,35.33,6.942,0.188
2024-04-07 13:00:00,4,13,795.83,14.34,34.34,6.895,0.181
2024-04-07 14:00:00,4,14,767.78,15.22,35.22,6.627,0.157
2024-04-07 15:00:00,4,15,748.83,11.5,31.5,6.564,0.165
2024-04-07 16:00:00,4,16,692.75,14.35,34.35,6.001,0.192
2024-04-07 17:00:00,4,17,639.91,10.64,30.64,5.629,0.171
2024-04-07 18:00:00,4,18,605.84,18.24,38.24,5.164,0.163
2024-04-07 19:00:00,4,19,0,11.01,11.01,0,0.088
2024-04-07 20:00:00,4,20,0,6.14,6.14,0,0.084
2024-04-07 21:00:00,4,21,0,7.46,7.46,0,0.097
2024-04-07 22:00:00,4,22,0,9.64,9.64,0,0.091
2024-04-07 23:00:00,4,23,0,9.36,9.36,0,0.093
2024-04-08 00:00:00,4,0,0,5.37,5.37,0,0.083
2024-04-08 01:00:00,4,1,0,6.36,6.36,0,0.085
2024-04-08 02:00:00,4,2,0,13.04,13.04,0,0.093
2024-04-08 03:00:00,4,3,0,6.76,6.76,0,0.097
2024-04-08 04:00:00,4,4,0,14.64,14.64,0,0.09
2024-04-08 05:00:00,4,5,0,5.2,5.2,0,0.097
2024-04-08 06:00:00,4,6,132.19,10.84,30.84,1.162,0.126
