station_id,station_name,latitude,longitude,date,depth_m,temperature_c,salinity_psu,dissolved_oxygen_ml_l
STATION_C,South Atlantic,-35.0,-20.0,2016-10-01,0,22.02,35.5,6.1
STATION_C,South Atlantic,-35.0,-20.0,2016-10-01,50,18.77,35.65,5.42
STATION_C,South Atlantic,-35.0,-20.0,2016-10-01,100,7.02,35.79,4.3
STATION_C,South Atlantic,-35.0,-20.0,2016-10-01,200,6.01,35.98,4.2
STATION_C,South Atlantic,-35.0,-20.0,2016-10-01,500,3.01,35.5,3.7
STATION_A,North Pacific,45.0,-150.0,2016-11-01,0,10.55,33.5,7.59
STATION_A,North Pacific,45.0,-150.0,2016-11-01,50,7.3,33.65,6.77
STATION_A,North Pacific,45.0,-150.0,2016-11-01,100,7.42,33.79,3.97
STATION_A,North Pacific,45.0,-150.0,2016-11-01,200,6.15,33.98,3.85
STATION_A,North Pacific,45.0,-150.0,2016-11-01,500,3.51,33.5,3.29
STATION_B,Equatorial,0.0,-30.0,2016-11-01,0,28.26,35.0,7.27
STATION_B,Equatorial,0.0,-30.0,2016-11-01,50,25.01,35.31,6.45
STATION_B,Equatorial,0.0,-30.0,2016-11-01,100,7.42,35.59,5.42
STATION_B,Equatorial,0.0,-30.0,2016-11-01,200,6.15,35.95,5.3
STATION_B,Equatorial,0.0,-30.0,2016-11-01,500,5.01,35.0,4.59
STATION_C,South Atlantic,-35.0,-20.0,2016-11-01,0,21.48,35.5,6.9
STATION_C,South Atlantic,-35.0,-20.0,2016-11-01,50,18.23,35.65,6.08
STATION_C,South Atlantic,-35.0,-20.0,2016-11-01,100,7.42,35.79,4.37
STATION_C,South Atlantic,-35.0,-20.0,2016-11-01,200,6.15,35.98,4.25
STATION_C,South Atlantic,-35.0,-20.0,2016-11-01,500,3.01,35.5,3.74
STATION_A,North Pacific,45.0,-150.0,2016-12-01,0,12.01,33.5,8.0
STATION_A,North Pacific,45.0,-150.0,2016-12-01,50,8.76,33.65,7.06
STATION_A,North Pacific,45.0,-150.0,2016-12-01,100,8.51,33.79,4.15
STATION_A,North Pacific,45.0,-150.0,2016-12-01,200,6.51,33.98,4.0
STATION_A,North Pacific,45.0,-150.0,2016-12-01,500,3.51,33.5,3.4
STATION_B,Equatorial,0.0,-30.0,2016-12-01,0,28.37,35.0,7.81
STATION_B,Equatorial,0.0,-30.0,2016-12-01,50,25.12,35.31,6.88
STATION_B,Equatorial,0.0,-30.0,2016-12-01,100,8.51,35.59,5.6
STATION_B,Equatorial,0.0,-30.0,2016-12-01,200,6.51,35.95,5.45
STATION_B,Equatorial,0.0,-30.0,2016-12-01,500,5.01,35.0,4.7
STATION_C,South Atlantic,-35.0,-20.0,2016-12-01,0,20.02,35.5,7.6
STATION_C,South Atlantic,-35.0,-20.0,2016-12-01,50,16.77,35.65,6.66
STATION_C,South Atlantic,-35.0,-20.0,2016-12-01,100,8.51,35.79,4.55
STATION_C,South Atlantic,-35.0,-20.0,2016-12-01,200,6.51,35.98,4.4
STATION_C,South Atlantic,-35.0,-20.0,2016-12-01,500,3.01,35.5,3.85
STATION_A,North Pacific,45.0,-150.0,2017-01-01,0,14.03,33.5,8.0
STATION_A,North Pacific,45.0,-150.0,2017-01-01,50,10.78,33.65,7.02
STATION_A,North Pacific,45.0,-150.0,2017-01-01,100,10.03,33.79,4.4
STATION_A,North Pacific,45.0,-150.0,2017-01-01,200,7.03,33.98,4.2
STATION_A,North Pacific,45.0,-150.0,2017-01-01,500,3.52,33.5,3.55
STATION_B,Equatorial,0.0,-30.0,2017-01-01,0,28.53,35.0,8.0
STATION_B,Equatorial,0.0,-30.0,2017-01-01,50,25.28,35.31,7.02
STATION_B,Equatorial,0.0,-30.0,2017-01-01,100,10.03,35.59,5.85
STATION_B,Equatorial,0.0,-30.0,2017-01-01,200,7.03,35.95,5.65
STATION_B,Equatorial,0.0,-30.0,2017-01-01,500,5.01,35.0,4.85
STATION_C,South Atlantic,-35.0,-20.0,2017-01-01,0,18.03,35.5,8.0
STATION_C,South Atlantic,-35.0,-20.0,2017-01-01,50,14.78,35.65,7.02
STATION_C,South Atlantic,-35.0,-20.0,2017-01-01,100,10.03,35.79,4.8
STATION_C,South Atlantic,-35.0,-20.0,2017-01-01,200,7.03,35.98,4.6
STATION_C,South Atlantic,-35.0,-20.0,2017-01-01,500,3.02,35.5,4.0
STATION_A,North Pacific,45.0,-150.0,2017-02-01,0,16.03,33.5,7.6
STATION_A,North Pacific,45.0,-150.0,2017-02-01,50,12.78,33.65,6.66
STATION_A,North Pacific,45.0,-150.0,2017-02-01,100,11.53,33.79,4.65
STATION_A,North Pacific,45.0,-150.0,2017-02-01,200,7.53,33.98,4.4
STATION_A,North Pacific,45.0,-150.0,2017-02-01,500,3.52,33.5,3.7
STATION_B,Equatorial,0.0,-30.0,2017-02-01,0,28.68,35.0,7.78
STATION_B,Equatorial,0.0,-30.0,2017-02-01,50,25.43,35.31,6.85
STATION_B,Equatorial,0.0,-30.0,2017-02-01,100,11.53,35.59,6.1
STATION_B,Equatorial,0.0,-30.0,2017-02-01,200,7.53,35.95,5.85
STATION_B,Equatorial,0.0,-30.0,2017-02-01,500,5.01,35.0,5.0
STATION_C,South Atlantic,-35.0,-20.0,2017-02-01,0,16.03,35.5,8.0
STATION_C,South Atlantic,-35.0,-20.0,2017-02-01,50,12.78,35.65,7.06
STATION_C,South Atlantic,-35.0,-20.0,2017-02-01,100,11.53,35.79,5.05
STATION_C,South Atlantic,-35.0,-20.0,2017-02-01,200,7.53,35.98,4.8
STATION_C,South Atlantic,-35.0,-20.0,2017-02-01,500,3.02,35.5,4.15
STATION_A,North Pacific,45.0,-150.0,2017-03-01,0,17.49,33.5,6.9
STATION_A,North Pacific,45.0,-150.0,2017-03-01,50,14.24,33.65,6.08
STATION_A,North Pacific,45.0,-150.0,2017-03-01,100,12.63,33.79,4.83
STATION_A,North Pacific,45.0,-150.0,2017-03-01,200,7.9,33.98,4.54
STATION_A,North Pacific,45.0,-150.0,2017-03-01,500,3.52,33.5,3.81
STATION_B,Equatorial,0.0,-30.0,2017-03-01,0,28.79,35.0,7.22
STATION_B,Equatorial,0.0,-30.0,2017-03-01,50,25.54,35.31,6.4
STATION_B,Equatorial,0.0,-30.0,2017-03-01,100,12.63,35.59,6.28
STATION_B,Equatorial,0.0,-30.0,2017-03-01,200,7.9,35.95,5.99
STATION_B,Equatorial,0.0,-30.0,2017-03-01,500,5.01,35.0,5.11
STATION_C,South Atlantic,-35.0,-20.0,2017-03-01,0,14.57,35.5,7.59
STATION_C,South Atlantic,-35.0,-20.0,2017-03-01,50,11.32,35.65,6.77
STATION_C,South Atlantic,-35.0,-20.0,2017-03-01,100,12.63,35.79,5.23
STATION_C,South Atlantic,-35.0,-20.0,2017-03-01,200,7.9,35.98,4.94
STATION_C,South Atlantic,-35.0,-20.0,2017-03-01,500,3.02,35.5,4.26
STATION_A,North Pacific,45.0,-150.0,2017-04-01,0,18.03,33.5,6.1
STATION_A,North Pacific,45.0,-150.0,2017-04-01,50,14.78,33.65,5.42
STATION_A,North Pacific,45.0,-150.0,2017-04-01,100,13.03,33.79,4.9
STATION_A,North Pacific,45.0,-150.0,2017-04-01,200,8.03,33.98,4.6
STATION_A,North Pacific,45.0,-150.0,2017-04-01,500,3.52,33.5,3.85
STATION_B,Equatorial,0.0,-30.0,2017-04-01,0,28.83,35.0,6.47
STATION_B,Equatorial,0.0,-30.0,2017-04-01,50,25.58,35.31,5.79
STATION_B,Equatorial,0.0,-30.0,2017-04-01,100,13.03,35.59,6.35
STATION_B,Equatorial,0.0,-30.0,2017-04-01,200,8.03,35.95,6.05
STATION_B,Equatorial,0.0,-30.0,2017-04-01,500,5.01,35.0,5.15
STATION_C,South Atlantic,-35.0,-20.0,2017-04-01,0,14.03,35.5,6.9
STATION_C,South Atlantic,-35.0,-20.0,2017-04-01,50,10.78,35.65,6.22
STATION_C,South Atlantic,-35.0,-20.0,2017-04-01,100,13.03,35.79,5.3
STATION_C,South Atlantic,-35.0,-20.0,2017-04-01,200,8.03,35.98,5.0
STATION_C,South Atlantic,-35.0,-20.0,2017-04-01,500,3.02,35.5,4.3
STATION_A,North Pacific,45.0,-150.0,2017-05-01,0,17.49,33.5,5.4
STATION_A,North Pacific,45.0,-150.0,2017-05-01,50,14.24,33.65,4.88
STATION_A,North Pacific,45.0,-150.0,2017-05-01,100,12.63,33.79,4.83
STATION_A,North Pacific,45.0,-150.0,2017-05-01,200,7.9,33.98,4.54
STATION_A,North Pacific,45.0,-150.0,2017-05-01,500,3.52,33.5,3.81
STATION_B,Equatorial,0.0,-30.0,2017-05-01,0,28.79,35.0,5.72
STATION_B,Equatorial,0.0,-30.0,2017-05-01,50,25.54,35.31,5.2
STATION_B,Equatorial,0.0,-30.0,2017-05-01,100,12.63,35.59,6.28
STATION_B,Equatorial,0.0,-30.0,2017-05-01,200,7.9,35.95,5.99
STATION_B,Equatorial,0.0,-30.0,2017-05-01,500,5.01,35.0,5.11
STATION_C,South Atlantic,-35.0,-20.0,2017-05-01,0,14.57,35.5,6.09
STATION_C,South Atlantic,-35.0,-20.0,2017-05-01,50,11.32,35.65,5.57
STATION_C,South Atlantic,-35.0,-20.0,2017-05-01,100,12.63,35.79,5.23
STATION_C,South Atlantic,-35.0,-20.0,2017-05-01,200,7.9,35.98,4.94
STATION_C,South Atlantic,-35.0,-20.0,2017-05-01,500,3.02,35.5,4.26
STATION_A,North Pacific,45.0,-150.0,2017-06-01,0,16.03,33.5,5.0
STATION_A,North Pacific,45.0,-150.0,2017-06-01,50,12.78,33.65,4.58
STATION_A,North Pacific,45.0,-150.0,2017-06-01,100,11.53,33.79,4.65
STATION_A,North Pacific,45.0,-150.0,2017-06-01,200,7.53,33.98,4.4
STATION_A,North Pacific,45.0,-150.0,2017-06-01,500,3.52,33.5,3.7
STATION_B,Equatorial,0.0,-30.0,2017-06-01,0,28.68,35.0,5.18
STATION_B,Equatorial,0.0,-30.0,2017-06-01,50,25.43,35.31,4.77
STATION_B,Equatorial,0.0,-30.0,2017-06-01,100,11.53,35.59,6.1
STATION_B,Equatorial,0.0,-30.0,2017-06-01,200,7.53,35.95,5.85
STATION_B,Equatorial,0.0,-30.0,2017-06-01,500,5.01,35.0,5.0
STATION_C,South Atlantic,-35.0,-20.0,2017-06-01,0,16.03,35.5,5.4
STATION_C,South Atlantic,-35.0,-20.0,2017-06-01,50,12.78,35.65,4.98
STATION_C,South Atlantic,-35.0,-20.0,2017-06-01,100,11.53,35.79,5.05
STATION_C,South Atlantic,-35.0,-20.0,2017-06-01,200,7.53,35.98,4.8
STATION_C,South Atlantic,-35.0,-20.0,2017-06-01,500,3.02,35.5,4.15
STATION_A,North Pacific,45.0,-150.0,2017-07-01,0,14.03,33.5,5.0
STATION_A,North Pacific,45.0,-150.0,2017-07-01,50,10.78,33.65,4.62
STATION_A,North Pacific,45.0,-150.0,2017-07-01,100,10.03,33.79,4.4
STATION_A,North Pacific,45.0,-150.0,2017-07-01,200,7.03,33.98,4.2
STATION_A,North Pacific,45.0,-150.0,2017-07-01,500,3.52,33.5,3.55
STATION_B,Equatorial,0.0,-30.0,2017-07-01,0,28.53,35.0,5.0
STATION_B,Equatorial,0.0,-30.0,2017-07-01,50,25.28,35.31,4.62
STATION_B,Equatorial,0.0,-30.0,2017-07-01,100,10.03,35.59,5.85
STATION_B,Equatorial,0.0,-30.0,2017-07-01,200,7.03,35.95,5.65
STATION_B,Equatorial,0.0,-30.0,2017-07-01,500,5.01,35.0,4.85
STATION_C,South Atlantic,-35.0,-20.0,2017-07-01,0,18.03,35.5,5.0
STATION_C,South Atlantic,-35.0,-20.0,2017-07-01,50,14.78,35.65,4.62
STATION_C,South Atlantic,-35.0,-20.0,2017-07-01,100,10.03,35.79,4.8
STATION_C,South Atlantic,-35.0,-20.0,2017-07-01,200,7.03,35.98,4.6
STATION_C,South Atlantic,-35.0,-20.0,2017-07-01,500,3.02,35.5,4.0
STATION_A,North Pacific,45.0,-150.0,2017-08-01,0,12.03,33.5,5.4
STATION_A,North Pacific,45.0,-150.0,2017-08-01,50,8.78,33.65,4.98
STATION_A,North Pacific,45.0,-150.0,2017-08-01,100,8.53,33.79,4.15
STATION_A,North Pacific,45.0,-150.0,2017-08-01,200,6.53,33.98,4.0
STATION_A,North Pacific,45.0,-150.0,2017-08-01,500,3.52,33.5,3.4
STATION_B,Equatorial,0.0,-30.0,2017-08-01,0,28.38,35.0,5.21
STATION_B,Equatorial,0.0,-30.0,2017-08-01,50,25.13,35.31,4.8
STATION_B,Equatorial,0.0,-30.0,2017-08-01,100,8.53,35.59,5.6
STATION_B,Equatorial,0.0,-30.0,2017-08-01,200,6.53,35.95,5.45
STATION_B,Equatorial,0.0,-30.0,2017-08-01,500,5.01,35.0,4.7
STATION_C,South Atlantic,-35.0,-20.0,2017-08-01,0,20.03,35.5,5.0
STATION_C,South Atlantic,-35.0,-20.0,2017-08-01,50,16.78,35.65,4.58
STATION_C,South Atlantic,-35.0,-20.0,2017-08-01,100,8.53,35.79,4.55
STATION_C,South Atlantic,-35.0,-20.0,2017-08-01,200,6.53,35.98,4.4
STATION_C,South Atlantic,-35.0,-20.0,2017-08-01,500,3.02,35.5,3.85
STATION_A,North Pacific,45.0,-150.0,2017-09-01,0,10.57,33.5,6.09
STATION_A,North Pacific,45.0,-150.0,2017-09-01,50,7.32,33.65,5.57
STATION_A,North Pacific,45.0,-150.0,2017-09-01,100,7.43,33.79,3.96
STATION_A,North Pacific,45.0,-150.0,2017-09-01,200,6.16,33.98,3.85
STATION_A,North Pacific,45.0,-150.0,2017-09-01,500,3.52,33.5,3.29
STATION_B,Equatorial,0.0,-30.0,2017-09-01,0,28.27,35.0,5.77
STATION_B,Equatorial,0.0,-30.0,2017-09-01,50,25.02,35.31,5.25
STATION_B,Equatorial,0.0,-30.0,2017-09-01,100,7.43,35.59,5.41
STATION_B,Equatorial,0.0,-30.0,2017-09-01,200,6.16,35.95,5.3
STATION_B,Equatorial,0.0,-30.0,2017-09-01,500,5.01,35.0,4.59
STATION_C,South Atlantic,-35.0,-20.0,2017-09-01,0,21.49,35.5,5.4
STATION_C,South Atlantic,-35.0,-20.0,2017-09-01,50,18.24,35.65,4.88
STATION_C,South Atlantic,-35.0,-20.0,2017-09-01,100,7.43,35.79,4.36
STATION_C,South Atlantic,-35.0,-20.0,2017-09-01,200,6.16,35.98,4.25
STATION_C,South Atlantic,-35.0,-20.0,2017-09-01,500,3.02,35.5,3.74
STATION_A,North Pacific,45.0,-150.0,2017-10-01,0,10.03,33.5,6.9
STATION_A,North Pacific,45.0,-150.0,2017-10-01,50,6.78,33.65,6.22
STATION_A,North Pacific,45.0,-150.0,2017-10-01,100,7.03,33.79,3.9
STATION_A,North Pacific,45.0,-150.0,2017-10-01,200,6.03,33.98,3.8
STATION_A,North Pacific,45.0,-150.0,2017-10-01,500,3.52,33.5,3.25
STATION_B,Equatorial,0.0,-30.0,2017-10-01,0,28.23,35.0,6.53
STATION_B,Equatorial,0.0,-30.0,2017-10-01,50,24.98,35.31,5.85
STATION_B,Equatorial,0.0,-30.0,2017-10-01,100,7.03,35.59,5.35
STATION_B,Equatorial,0.0,-30.0,2017-10-01,200,6.03,35.95,5.25
STATION_B,Equatorial,0.0,-30.0,2017-10-01,500,5.01,35.0,4.55
STATION_C,South Atlantic,-35.0,-20.0,2017-10-01,0,22.03,35.5,6.1
STATION_C,South Atlantic,-35.0,-20.0,2017-10-01,50,18.78,35.65,5.42
STATION_C,South Atlantic,-35.0,-20.0,2017-10-01,100,7.03,35.79,4.3
STATION_C,South Atlantic,-35.0,-20.0,2017-10-01,200,6.03,35.98,4.2
STATION_C,South Atlantic,-35.0,-20.0,2017-10-01,500,3.02,35.5,3.7
STATION_A,North Pacific,45.0,-150.0,2017-11-01,0,10.57,33.5,7.59
STATION_A,North Pacific,45.0,-150.0,2017-11-01,50,7.32,33.65,6.77
STATION_A,North Pacific,45.0,-150.0,2017-11-01,100,7.43,33.79,3.96
STATION_A,North Pacific,45.0,-150.0,2017-11-01,200,6.16,33.98,3.85
STATION_A,North Pacific,45.0,-150.0,2017-11-01,500,3.52,33.5,3.29
STATION_B,Equatorial,0.0,-30.0,2017-11-01,0,28.27,35.0,7.27
STATION_B,Equatorial,0.0,-30.0,2017-11-01,50,25.02,35.31,6.45
STATION_B,Equatorial,0.0,-30.0,2017-11-01,100,7.43,35.59,5.41
STATION_B,Equatorial,0.0,-30.0,2017-11-01,200,6.16,35.95,5.3
STATION_B,Equatorial,0.0,-30.0,2017-11-01,500,5.01,35.0,4.59
STATION_C,South Atlantic,-35.0,-20.0,2017-11-01,0,21.49,35.5,6.9
STATION_C,South Atlantic,-35.0,-20.0,2017-11-01,50,18.24,35.65,6.08
STATION_C,South Atlantic,-35.0,-20.0,2017-11-01,100,7.43,35.79,4.36
STATION_C,South Atlantic,-35.0,-20.0,2017-11-01,200,6.16,35.98,4.25
STATION_C,South Atlantic,-35.0,-20.0,2017-11-01,500,3.02,35.5,3.74
STATION_A,North Pacific,45.0,-150.0,2017-12-01,0,12.03,33.5,8.0
STATION_A,North Pacific,45.0,-150.0,2017-12-01,50,8.78,33.65,7.06
STATION_A,North Pacific,45.0,-150.0,2017-12-01,100,8.53,33.79,4.15
STATION_A,North Pacific,45.0,-150.0,2017-12-01,200,6.53,33.98,4.0
STATION_A,North Pacific,45.0,-150.0,2017-12-01,500,3.52,33.5,3.4
STATION_B,Equatorial,0.0,-30.0,2017-12-01,0,28.38,35.0,7.81
STATION_B,Equatorial,0.0,-30.0,2017-12-01,50,25.13,35.31,6.88
STATION_B,Equatorial,0.0,-30.0,2017-12-01,100,8.53,35.59,5.6
STATION_B,Equatorial,0.0,-30.0,2017-12-01,200,6.53,35.95,5.45
STATION_B,Equatorial,0.0,-30.0,2017-12-01,500,5.01,35.0,4.7
STATION_C,South Atlantic,-35.0,-20.0,2017-12-01,0,20.03,35.5,7.6
STATION_C,South Atlantic,-35.0,-20.0,2017-12-01,50,16.78,35.65,6.66
STATION_C,South Atlantic,-35.0,-20.0,2017-12-01,100,8.53,35.79,4.55
STATION_C,South Atlantic,-35.0,-20.0,2017-12-01,200,6.53,35.98,4.4
STATION_C,South Atlantic,-35.0,-20.0,2017-12-01,500,3.02,35.5,3.85
STATION_A,North Pacific,45.0,-150.0,2018-01-01,0,14.04,33.5,8.0
STATION_A,North Pacific,45.0,-150.0,2018-01-01,50,10.79,33.65,7.02
STATION_A,North Pacific,45.0,-150.0,2018-01-01,100,10.04,33.79,4.4
STATION_A,North Pacific,45.0,-150.0,2018-01-01,200,7.04,33.98,4.2
STATION_A,North Pacific,45.0,-150.0,2018-01-01,500,3.52,33.5,3.55
STATION_B,Equatorial,0.0,-30.0,2018-01-01,0,28.55,35.0,8.0
STATION_B,Equatorial,0.0,-30.0,2018-01-01,50,25.3,35.31,7.02
STATION_B,Equatorial,0.0,-30.0,2018-01-01,100,10.04,35.59,5.85
STATION_B,Equatorial,0.0,-30.0,2018-01-01,200,7.04,35.95,5.65
STATION_B,Equatorial,0.0,-30.0,2018-01-01,500,5.02,35.0,4.85
STATION_C,South Atlantic,-35.0,-20.0,2018-01-01,0,18.05,35.5,8.0
STATION_C,South Atlantic,-35.0,-20.0,2018-01-01,50,14.8,35.65,7.02
STATION_C,South Atlantic,-35.0,-20.0,2018-01-01,100,10.04,35.79,4.8
STATION_C,South Atlantic,-35.0,-20.0,2018-01-01,200,7.04,35.98,4.6
STATION_C,South Atlantic,-35.0,-20.0,2018-01-01,500,3.02,35.5,4.0
STATION_A,North Pacific,45.0,-150.0,2018-02-01,0,16.05,33.5,7.59
STATION_A,North Pacific,45.0,-150.0,2018-02-01,50,12.8,33.65,6.66
STATION_A,North Pacific,45.0,-150.0,2018-02-01,100,11.54,33.79,4.65
STATION_A,North Pacific,45.0,-150.0,2018-02-01,200,7.54,33.98,4.4
STATION_A,North Pacific,45.0,-150.0,2018-02-01,500,3.52,33.5,3.7
STATION_B,Equatorial,0.0,-30.0,2018-02-01,0,28.7,35.0,7.78
STATION_B,Equatorial,0.0,-30.0,2018-02-01,50,25.45,35.31,6.84
STATION_B,Equatorial,0.0,-30.0,2018-02-01,100,11.54,35.59,6.1
STATION_B,Equatorial,0.0,-30.0,2018-02-01,200,7.54,35.95,5.85
STATION_B,Equatorial,0.0,-30.0,2018-02-01,500,5.02,35.0,5.0
STATION_C,South Atlantic,-35.0,-20.0,2018-02-01,0,16.05,35.5,7.99
STATION_C,South Atlantic,-35.0,-20.0,2018-02-01,50,12.8,35.65,7.06
STATION_C,South Atlantic,-35.0,-20.0,2018-02-01,100,11.54,35.79,5.05
STATION_C,South Atlantic,-35.0,-20.0,2018-02-01,200,7.54,35.98,4.8
STATION_C,South Atlantic,-35.0,-20.0,2018-02-01,500,3.02,35.5,4.15
STATION_A,North Pacific,45.0,-150.0,2018-03-01,0,17.51,33.5,6.9
STATION_A,North Pacific,45.0,-150.0,2018-03-01,50,14.26,33.65,6.07
STATION_A,North Pacific,45.0,-150.0,2018-03-01,100,12.64,33.79,4.83
STATION_A,North Pacific,45.0,-150.0,2018-03-01,200,7.91,33.98,4.54
STATION_A,North Pacific,45.0,-150.0,2018-03-01,500,3.52,33.5,3.81
STATION_B,Equatorial,0.0,-30.0,2018-03-01,0,28.8,35.0,7.22
STATION_B,Equatorial,0.0,-30.0,2018-03-01,50,25.55,35.31,6.39
STATION_B,Equatorial,0.0,-30.0,2018-03-01,100,12.64,35.59,6.28
STATION_B,Equatorial,0.0,-30.0,2018-03-01,200,7.91,35.95,5.99
STATION_B,Equatorial,0.0,-30.0,2018-03-01,500,5.02,35.0,5.11
STATION_C,South Atlantic,-35.0,-20.0,2018-03-01,0,14.58,35.5,7.59
STATION_C,South Atlantic,-35.0,-20.0,2018-03-01,50,11.33,35.65,6.77
STATION_C,South Atlantic,-35.0,-20.0,2018-03-01,100,12.64,35.79,5.23
STATION_C,South Atlantic,-35.0,-20.0,2018-03-01,200,7.91,35.98,4.94
STATION_C,South Atlantic,-35.0,-20.0,2018-03-01,500,3.02,35.5,4.26
STATION_A,North Pacific,45.0,-150.0,2018-04-01,0,18.05,33.5,6.1
STATION_A,North Pacific,45.0,-150.0,2018-04-01,50,14.8,33.65,5.42
STATION_A,North Pacific,45.0,-150.0,2018-04-01,100,13.04,33.79,4.9
STATION_A,North Pacific,45.0,-150.0,2018-04-01,200,8.04,33.98,4.6
STATION_A,North Pacific,45.0,-150.0,2018-04-01,500,3.52,33.5,3.85
STATION_B,Equatorial,0.0,-30.0,2018-04-01,0,28.85,35.0,6.47
STATION_B,Equatorial,0.0,-30.0,2018-04-01,50,25.6,35.31,5.79
STATION_B,Equatorial,0.0,-30.0,2018-04-01,100,13.04,35.59,6.35
STATION_B,Equatorial,0.0,-30.0,2018-04-01,200,8.04,35.95,6.05
STATION_B,Equatorial,0.0,-30.0,2018-04-01,500,5.02,35.0,5.15
STATION_C,South Atlantic,-35.0,-20.0,2018-04-01,0,14.04,35.5,6.9
STATION_C,South Atlantic,-35.0,-20.0,2018-04-01,50,10.79,35.65,6.22
STATION_C,South Atlantic,-35.0,-20.0,2018-04-01,100,13.04,35.79,5.3
STATION_C,South Atlantic,-35.0,-20.0,2018-04-01,200,8.04,35.98,5.0
STATION_C,South Atlantic,-35.0,-20.0,2018-04-01,500,3.02,35.5,4.3
STATION_A,North Pacific,45.0,-150.0,2018-05-01,0,17.51,33.5,5.4
STATION_A,North Pacific,45.0,-150.0,2018-05-01,50,14.26,33.65,4.87
STATION_A,North Pacific,45.0,-150.0,2018-05-01,100,12.64,33.79,4.83
STATION_A,North Pacific,45.0,-150.0,2018-05-01,200,7.91,33.98,4.54
STATION_A,North Pacific,45.0,-150.0,2018-05-01,500,3.52,33.5,3.81
STATION_B,Equatorial,0.0,-30.0,2018-05-01,0,28.8,35.0,5.72
STATION_B,Equatorial,0.0,-30.0,2018-05-01,50,25.55,35.31,5.19
STATION_B,Equatorial,0.0,-30.0,2018-05-01,100,12.64,35.59,6.28
STATION_B,Equatorial,0.0,-30.0,2018-05-01,200,7.91,35.95,5.99
STATION_B,Equatorial,0.0,-30.0,2018-05-01,500,5.02,35.0,5.11
STATION_C,South Atlantic,-35.0,-20.0,2018-05-01,0,14.58,35.5,6.09
STATION_C,South Atlantic,-35.0,-20.0,2018-05-01,50,11.33,35.65,5.57
STATION_C,South Atlantic,-35.0,-20.0,2018-05-01,100,12.64,35.79,5.23
STATION_C,South Atlantic,-35.0,-20.0,2018-05-01,200,7.91,35.98,4.94
STATION_C,South Atlantic,-35.0,-20.0,2018-05-01,500,3.02,35.5,4.26
STATION_A,North Pacific,45.0,-150.0,2018-06-01,0,16.05,33.5,5.0
STATION_A,North Pacific,45.0,-150.0,2018-06-01,50,12.8,33.65,4.58
STATION_A,North Pacific,45.0,-150.0,2018-06-01,100,11.54,33.79,4.65
STATION_A,North Pacific,45.0,-150.0,2018-06-01,200,7.54,33.98,4.4
STATION_A,North Pacific,45.0,-150.0,2018-06-01,500,3.52,33.5,3.7
STATION_B,Equatorial,0.0,-30.0,2018-06-01,0,28.7,35.0,5.18
STATION_B,Equatorial,0.0,-30.0,2018-06-01,50,25.45,35.31,4.77
STATION_B,Equatorial,0.0,-30.0,2018-06-01,100,11.54,35.59,6.1
STATION_B,Equatorial,0.0,-30.0,2018-06-01,200,7.54,35.95,5.85
STATION_B,Equatorial,0.0,-30.0,2018-06-01,500,5.02,35.0,5.0
STATION_C,South Atlantic,-35.0,-20.0,2018-06-01,0,16.05,35.5,5.4
STATION_C,South Atlantic,-35.0,-20.0,2018-06-01,50,12.8,35.65,4.98
STATION_C,South Atlantic,-35.0,-20.0,2018-06-01,100,11.54,35.79,5.05
STATION_C,South Atlantic,-35.0,-20.0,2018-06-01,200,7.54,35.98,4.8
STATION_C,South Atlantic,-35.0,-20.0,2018-06-01,500,3.02,35.5,4.15
STATION_A,North Pacific,45.0,-150.0,2018-07-01,0,14.04,33.5,5.0
STATION_A,North Pacific,45.0,-150.0,2018-07-01,50,10.79,33.65,4.62
STATION_A,North Pacific,45.0,-150.0,2018-07-01,100,10.04,33.79,4.4
STATION_A,North Pacific,45.0,-150.0,2018-07-01,200,7.04,33.98,4.2
STATION_A,North Pacific,45.0,-150.0,2018-07-01,500,3.52,33.5,3.55
STATION_B,Equatorial,0.0,-30.0,2018-07-01,0,28.55,35.0,5.0
STATION_B,Equatorial,0.0,-30.0,2018-07-01,50,25.3,35.31,4.62
STATION_B,Equatorial,0.0,-30.0,2018-07-01,100,10.04,35.59,5.85
STATION_B,Equatorial,0.0,-30.0,2018-07-01,200,7.04,35.95,5.65
STATION_B,Equatorial,0.0,-30.0,2018-07-01,500,5.02,35.0,4.85
STATION_C,South Atlantic,-35.0,-20.0,2018-07-01,0,18.05,35.5,5.0
STATION_C,South Atlantic,-35.0,-20.0,2018-07-01,50,14.8,35.65,4.62
STATION_C,South Atlantic,-35.0,-20.0,2018-07-01,100,10.04,35.79,4.8
STATION_C,South Atlantic,-35.0,-20.0,2018-07-01,200,7.04,35.98,4.6
STATION_C,South Atlantic,-35.0,-20.0,2018-07-01,500,3.02,35.5,4.0
STATION_A,North Pacific,45.0,-150.0,2018-08-01,0,12.04,33.5,5.4
STATION_A,North Pacific,45.0,-150.0,2018-08-01,50,8.79,33.65,4.98
STATION_A,North Pacific,45.0,-150.0,2018-08-01,100,8.54,33.79,4.15
STATION_A,North Pacific,45.0,-150.0,2018-08-01,200,6.54,33.98,4.0
STATION_A,North Pacific,45.0,-150.0,2018-08-01,500,3.52,33.5,3.4
STATION_B,Equatorial,0.0,-30.0,2018-08-01,0,28.4,35.0,5.21
